title,genre,emotion
Eye Heart Knot,ELECTRIC,fear
Eye Heart Knot,ELECTRIC,anger
Eye Heart Knot,ELECTRIC,love
Eye Heart Knot,ELECTRIC,joy
Eye Heart Knot,ELECTRIC,sadness
Blue tinted sunglasses,ELECTRIC,fear
Blue tinted sunglasses,ELECTRIC,anger
Blue tinted sunglasses,ELECTRIC,joy
Blue tinted sunglasses,ELECTRIC,love
Blue tinted sunglasses,ELECTRIC,sadness
Electro Jive,ELECTRIC,anger
Electro Jive,ELECTRIC,joy
House of tomorrow,ELECTRIC,joy
House of tomorrow,ELECTRIC,love
Known Bugs,ELECTRIC,joy
Known Bugs,ELECTRIC,love
Known Bugs,ELECTRIC,anger
Known Bugs,ELECTRIC,sadness
Known Bugs,ELECTRIC,fear
Murder Machine,ELECTRIC,joy
Murder Machine,ELECTRIC,love
Murder Machine,ELECTRIC,anger
Murder Machine,ELECTRIC,sadness
Murder Machine,ELECTRIC,fear
Skunk Werks,ELECTRIC,love
Skunk Werks,ELECTRIC,anger
Skunk Werks,ELECTRIC,joy
Moments of clarity,ELECTRIC,anger
Moments of clarity,ELECTRIC,joy
7 nine skank,ELECTRIC,love
7 nine skank,ELECTRIC,joy
Spear Burn,ELECTRIC,love
Spear Burn,ELECTRIC,joy
Roots fi cool,ELECTRIC,love
Roots fi cool,ELECTRIC,joy
Starbase Lounge Music,ELECTRIC,fear
Starbase Lounge Music,ELECTRIC,anger
Starbase Lounge Music,ELECTRIC,joy
Introduction,ELECTRIC,anger
Introduction,ELECTRIC,love
Introduction,ELECTRIC,joy
Distant Activity,ELECTRIC,love
Distant Activity,ELECTRIC,joy
Grey mirrors part 1,ELECTRIC,joy
Revolver,ELECTRIC,joy
Viva La Revolucion,ELECTRIC,joy
Electro Kinetic,ELECTRIC,sadness
Electro Kinetic,ELECTRIC,joy
Talk Box,ELECTRIC,anger
Talk Box,ELECTRIC,joy
Blue Line,ELECTRIC,fear
Blue Line,ELECTRIC,joy
Trioxidation,ELECTRIC,anger
Trioxidation,ELECTRIC,fear
Trioxidation,ELECTRIC,joy
Hans Christan:Desperado,ELECTRIC,love
Hans Christan:Desperado,ELECTRIC,joy
Ruff and Tumble,ELECTRIC,anger
Ruff and Tumble,ELECTRIC,joy
Sunset,ELECTRIC,fear
Sunset,ELECTRIC,joy
Interplanetary,ELECTRIC,love
Interplanetary,ELECTRIC,fear
Interplanetary,ELECTRIC,joy
Interplanetary,ELECTRIC,anger
Interplanetary,ELECTRIC,sadness
Sunset(138 BPM Remix),ELECTRIC,joy
Sunset(138 BPM Remix),ELECTRIC,anger
Sunset(138 BPM Remix),ELECTRIC,love
Sunset(138 BPM Remix),ELECTRIC,fear
Sunset(138 BPM Remix),ELECTRIC,sadness
Manteia,ELECTRIC,joy
Summer night heaven,ELECTRIC,fear
Summer night heaven,ELECTRIC,anger
Summer night heaven,ELECTRIC,sadness
Bad Dreams,ELECTRIC,love
Bad Dreams,ELECTRIC,joy
He is leaving us,ELECTRIC,fear
He is leaving us,ELECTRIC,anger
He is leaving us,ELECTRIC,joy
He is leaving us,ELECTRIC,love
He is leaving us,ELECTRIC,sadness
Meditation,ELECTRIC,joy
Meditation,ELECTRIC,love
Meditation,ELECTRIC,anger
Meditation,ELECTRIC,fear
Meditation,ELECTRIC,sadness
Terminus,ELECTRIC,anger
Terminus,ELECTRIC,joy
Opening yet closing,ELECTRIC,love
Opening yet closing,ELECTRIC,joy
Lost,ELECTRIC,fear
Lost,ELECTRIC,joy
Beatknick,ELECTRIC,love
Beatknick,ELECTRIC,joy
Vernal Equinox,ELECTRIC,fear
Vernal Equinox,ELECTRIC,joy
Delirious,ELECTRIC,fear
Delirious,ELECTRIC,anger
Delirious,ELECTRIC,sadness
Delirious,ELECTRIC,joy
Survival,ELECTRIC,love
Survival,ELECTRIC,joy
Survival,ELECTRIC,fear
Survival,ELECTRIC,sadness
Survival,ELECTRIC,anger
Knucklehead,ELECTRIC,joy
Knucklehead,ELECTRIC,anger
Knucklehead,ELECTRIC,love
Knucklehead,ELECTRIC,fear
Knucklehead,ELECTRIC,sadness
Sartinal l,ELECTRIC,fear
Sartinal l,ELECTRIC,joy
Sartinal l,ELECTRIC,love
Ferrilotyr,ELECTRIC,joy
Deep House,ELECTRIC,joy
Deep House,ELECTRIC,anger
Spirit Walker,ELECTRIC,joy
Spirit Walker,ELECTRIC,love
Mr Gelatine,ELECTRIC,joy
Mr Gelatine,ELECTRIC,anger
Where the earth is,ELECTRIC,joy
Where the earth is,ELECTRIC,sadness
Memories of Tomorrow,ELECTRIC,anger
Memories of Tomorrow,ELECTRIC,fear
Memories of Tomorrow,ELECTRIC,love
Memories of Tomorrow,ELECTRIC,joy
Click Here,ELECTRIC,joy
Click Here,ELECTRIC,anger
Down Low,ELECTRIC,joy
Down Low,ELECTRIC,anger
Down Low,ELECTRIC,love
Ting,ELECTRIC,joy
Ting,ELECTRIC,anger
Plethora,ELECTRIC,anger
Plethora,ELECTRIC,love
Plethora,ELECTRIC,joy
Plethora,ELECTRIC,fear
Mad Bull,ELECTRIC,joy
Mad Bull,ELECTRIC,anger
Isomnia,ELECTRIC,anger
Isomnia,ELECTRIC,fear
Isomnia,ELECTRIC,joy
A signal from mars,ELECTRIC,fear
A signal from mars,ELECTRIC,joy
A signal from mars,ELECTRIC,anger
A signal from mars,ELECTRIC,love
Futurengine,ELECTRIC,love
Futurengine,ELECTRIC,fear
Futurengine,ELECTRIC,anger
Futurengine,ELECTRIC,joy
Eventide,ELECTRIC,joy
Eventide,ELECTRIC,love
Eventide,ELECTRIC,sadness
Eventide,ELECTRIC,anger
Eventide,ELECTRIC,fear
Odysseia,ELECTRIC,fear
Odysseia,ELECTRIC,joy
Odysseia,ELECTRIC,anger
Odysseia,ELECTRIC,love
Odysseia,ELECTRIC,sadness
Solitude,ELECTRIC,anger
Solitude,ELECTRIC,love
Solitude,ELECTRIC,joy
Ping Heng,ELECTRIC,joy
Ping Heng,ELECTRIC,anger
Ping Heng,ELECTRIC,love
Saalik,ELECTRIC,fear
Saalik,ELECTRIC,love
Saalik,ELECTRIC,joy
Beledi 4:4,ELECTRIC,love
Beledi 4:4,ELECTRIC,anger
Beledi 4:4,ELECTRIC,joy
Darban jooth Na boley,ELECTRIC,fear
Darban jooth Na boley,ELECTRIC,joy
Rebirth,ELECTRIC,sadness
Rebirth,ELECTRIC,love
Rebirth,ELECTRIC,joy
Paradise lost,ELECTRIC,anger
Paradise lost,ELECTRIC,love
Paradise lost,ELECTRIC,joy
Kushee Maanao-Aural Mix,ELECTRIC,love
Kushee Maanao-Aural Mix,ELECTRIC,joy
Sunlight,ELECTRIC,love
Sunlight,ELECTRIC,joy
From Here to there,ELECTRIC,fear
From Here to there,ELECTRIC,joy
Dezert,ELECTRIC,joy
Dezert,ELECTRIC,fear
Dezert,ELECTRIC,love
Dezert,ELECTRIC,sadness
Dezert,ELECTRIC,anger
Zabudni na to,ELECTRIC,joy
Zabudni na to,ELECTRIC,anger
Zabudni na to,ELECTRIC,fear
Lighting fly,ELECTRIC,fear
Lighting fly,ELECTRIC,joy
Ambi crack,ELECTRIC,love
Ambi crack,ELECTRIC,joy
Untitled,ELECTRIC,anger
Untitled,ELECTRIC,love
Untitled,ELECTRIC,joy
Untitled,ELECTRIC,fear
push,ELECTRIC,anger
push,ELECTRIC,joy
push,ELECTRIC,love
push,ELECTRIC,fear
push,ELECTRIC,sadness
African Dance,ELECTRIC,anger
African Dance,ELECTRIC,joy
African Dance,ELECTRIC,fear
African Dance,ELECTRIC,sadness
Monkey Party,ELECTRIC,anger
Monkey Party,ELECTRIC,love
Monkey Party,ELECTRIC,joy
Monkey Party,ELECTRIC,sadness
Monkey Party,ELECTRIC,fear
Double Trust,ELECTRIC,love
Double Trust,ELECTRIC,joy
Buy my Pullovers,ELECTRIC,anger
Buy my Pullovers,ELECTRIC,sadness
Buy my Pullovers,ELECTRIC,joy
Wind Barber,ELECTRIC,joy
Other self,ELECTRIC,joy
Other self,ELECTRIC,anger
Illusion(Bedrock mix),ELECTRIC,love
Illusion(Bedrock mix),ELECTRIC,fear
Illusion(Bedrock mix),ELECTRIC,joy
Never look away,ELECTRIC,joy
Never look away,ELECTRIC,anger
Never look away,ELECTRIC,love
Death and rain,ELECTRIC,love
Death and rain,ELECTRIC,sadness
Death and rain,ELECTRIC,anger
2k1,ELECTRIC,fear
2k1,ELECTRIC,love
2k1,ELECTRIC,joy
2k1,ELECTRIC,anger
Tokyo Story,ELECTRIC,joy
Tokyo Story,ELECTRIC,fear
Free energy,ELECTRIC,sadness
Free energy,ELECTRIC,joy
Soul captain,ELECTRIC,love
Soul captain,ELECTRIC,anger
Soul captain,ELECTRIC,joy
Soul captain,ELECTRIC,sadness
Soul captain,ELECTRIC,fear
Flare,ELECTRIC,love
Flare,ELECTRIC,anger
Flare,ELECTRIC,joy
Cafe del soul,ELECTRIC,love
Cafe del soul,ELECTRIC,sadness
Cafe del soul,ELECTRIC,anger
Cafe del soul,ELECTRIC,joy
Vibes of comfort,ELECTRIC,love
Vibes of comfort,ELECTRIC,joy
Vibes of comfort,ELECTRIC,anger
Vibes of comfort,ELECTRIC,fear
Devils in love,ELECTRIC,joy
Devils in love,ELECTRIC,love
Devils in love,ELECTRIC,anger
Flying,ELECTRIC,joy
Flying,ELECTRIC,love
Flying,ELECTRIC,fear
Flying,ELECTRIC,anger
Easter,ELECTRIC,love
Easter,ELECTRIC,joy
Easter,ELECTRIC,anger
Easter,ELECTRIC,fear
Frequencies,ELECTRIC,joy
NIght to remember,ELECTRIC,fear
NIght to remember,ELECTRIC,anger
NIght to remember,ELECTRIC,joy
Smooth guitar,ELECTRIC,joy
Smooth guitar,ELECTRIC,anger
Viento,ELECTRIC,anger
Viento,ELECTRIC,fear
Viento,ELECTRIC,joy
Viento,ELECTRIC,sadness
Viento,ELECTRIC,love
Shura Remix,ELECTRIC,joy
